s.no x y
1 -9.031718766744346 5.9646761622323865
2 -5.374424926414953 -8.437562584845391
3 -0.2780207769718679 -3.176944461969522
4 8.901726699767732 -2.1447187710004485
5 -9.831244626061284 -9.723811905678696
6 4.7160199989415865 -1.4265909218369295
7 -1.7344634122189433 5.0049931372894605
8 2.997335358521445 1.0210425565813281
9 -3.5171778875362447 -1.6383358773273908
10 -8.899114040288733 -2.84547294047859
11 7.11745156342543 9.45396436196333
12 -2.7862935496646735 9.310743091120536
13 3.075847143425488 -3.014949489800114
14 -2.312895916326225 -3.720741654527105
15 5.128176921283966 7.2701536747841935
16 -5.028084032669835 -9.338932231622483
17 -4.955208145629553 3.092803663881492
18 4.01415454608564 2.9998514064306665
19 2.0705901387899104 2.76294953909229
20 7.452021035940156 -3.9556200485036204
21 -5.56324863510016 5.416160993581585
22 9.349648122545936 -3.3705056348950713
23 7.178661965583636 3.080713333616261
24 2.5036500708632268 -7.114946127584936
25 -2.461484271178824 -7.369156619781096
26 7.762750213821256 4.843349022081577
27 -6.543042472718026 -3.64411852288079
28 5.332282480168313 -8.745142161420222
29 6.025318618477428 -3.6721502737339424
30 -3.1006824731638627 7.058996325499216
31 9.708780040281674 -3.522051965555413
32 9.74776161742422 -2.159784852940816
33 6.515553290142712 -6.210179536709628
34 -6.146781567683228 -4.742382864981247
35 -9.580134896059258 -5.556598352394573
36 -8.963155609708092 1.4544614330039742
37 -1.8394018626701119 0.48205157519276653
38 8.918906509262378 6.860855884755583
39 -5.800214455472233 1.3583687520520922
40 1.4895992187642282 1.1803011203814773
41 -3.0126217806333937 -1.4479516358493818
42 9.409846022023803 0.8238007776126732
43 -5.997059449394698 -0.9842509413454401
44 -5.370318768150422 -6.049619965897972
45 -0.1087567941510077 -8.00251357105336
46 -1.5043050009515309 -3.754762259278537
47 -2.291460109054279 -6.93619085326155
48 -1.6404386482844053 -1.2117956288478204
49 1.670296220153336 2.339418087420155
50 -9.214422299767229 6.419446352335104
51 -6.454854757238873 -3.557554694275689
52 -6.976806471775953 3.1623338220635073
53 1.520745216407441 8.644712121231986
54 -5.888828926002974 -1.7501132561196382
55 -0.551122306969706 -5.288427392553034
56 8.039018691036123 -5.490296031599073
57 -0.9686430028484594 2.189118664499725
58 -3.501739064602438 5.921780019123377
59 0.18043371669719122 3.736848318717211
60 1.5762885859647895 -1.1448663364739815
61 -1.8205681992244553 7.1098114708772435
62 8.67942353845837 0.8268388981380177
63 -8.171390245164414 -7.080586176192312
64 -8.64124096835245 -5.909141093768455
65 -1.3634366336052146 -2.0605066271444468
66 1.1012470948145232 1.4246703459351195
67 -8.19439446999904 2.757394239286617
68 8.031399264898987 -0.34116187079299465
69 -0.14331347287043528 4.041452575634818
70 -6.93505685251226 -7.0198546921752385
71 -6.006226374699077 6.457351562158269
72 -9.489390742649825 8.632006799022733
73 1.2659267278537722 -0.9827113330875203
74 -5.8691236717484285 6.847928159885882
75 6.943572474091624 4.746705215903917
76 -3.932400418130131 8.543566872923996
77 6.7232230338325145 -2.5868033367389813
78 6.718591531891999 -0.401203767273028
79 -8.87415115735003 8.546670116927103
80 6.029775525694614 9.888183613454228
81 5.118434506504389 -4.269082286053867
82 5.885629408467272 2.2177116991086
83 3.8211113659868516 2.635999067257691
84 -0.5776281074183149 9.112258558037084
85 2.515796566757908 5.986993148422419
86 -3.969573162013324 9.414647733962887
87 -6.763977430369723 1.409839793203309
88 9.260002216499807 -2.2657768067585193
89 -8.724967393915573 3.186528252012014
90 -5.025621423096283 4.526280336982108
91 -9.499648862651995 -8.787897006668707
92 8.991496173666167 7.685136643770903
93 9.754969048494399 4.4355923874760315
94 4.776230456343315 4.186291095721671
95 -0.4437757232767616 9.318002591666648
96 1.366015007431871 -8.000188593262958
97 4.432376675383962 -8.776816620077003
98 2.2344290113704517 -8.992335962821265
99 -3.1251389326503043 -6.100449775262387
100 -7.972954936201511 -1.571011415878985
101 3.719062893647891 1.3271155553538083
102 7.0935911269785095 -8.706470743806971
103 -8.77641885529525 -3.8539167065321163
104 9.102738753110266 6.950209537379621
105 9.545449458039528 7.963356143960439
106 9.550085599718777 9.973925714863348
107 5.970486508243933 8.2800600519801
108 6.22565750002342 -9.723211112796665
109 8.939139349671336 2.411499894426605
110 8.095062989302445 7.874266903134618
111 -3.4678285065319425 -8.287066141006676
112 2.4666406655842525 8.02786073551357
113 9.116450626988374 -5.573077153082315
114 5.721879520909653 -9.25065073740056
115 -7.590261330120853 -8.057199480489931
116 -9.043184022440013 1.513351512165272
117 8.777258699347858 7.923638106146413
118 9.039343650887968 7.552359885972653
119 0.3824878619209109 -6.778889066604997
120 6.684609504468558 -7.353119247401301
121 7.988746470166081 4.966767598984017
122 9.75520304822317 -9.980236184695732
123 8.657659818010835 -3.6130688695230333
124 6.4311864274002275 -9.08538091157537
125 -5.61172437460284 7.530315819474886
126 5.4088477687361625 7.403274629191245
127 6.951511893522607 -9.135051398970624
128 -0.5670162902953244 -5.112505914253969
129 -4.627404123318208 5.978664095574269
130 -8.805306891992547 -2.479813269971565
131 -8.341989880450688 6.882506426002937
132 3.4780193361779013 -2.260917845803929
133 -5.240925630294944 -1.1890990731637672
134 -8.467488551724525 -4.476896820611835
135 -6.921960050355096 9.53527053643927
136 8.629405077364382 4.656162140464064
137 6.714509863775962 -8.338389343295498
138 4.649990514892512 -7.129892141450043
139 2.2128256184358026 -0.47101019740458483
140 5.112612306919843 1.7481687782995259
141 -1.4025475811719872 -3.667161955994027
142 7.530288682609111 2.6945375680834225
143 7.068220067414845 7.8922957205428474
144 1.179769725112969 -7.960371623590543
145 -9.434351245867187 4.12870978995733
146 -0.6760427671094256 -7.54252795606944
147 0.4150804086311606 -6.265862569722193
148 1.062913772226219 -9.981688105770845
149 -1.0331393650572984 0.455130701560611
150 -6.927938616750748 9.039426475680155
151 -0.11049293654088466 -8.521750572610184
152 -8.520616466771283 7.043889900968647
153 7.797896743832354 4.767165632990132
154 -2.645753823449038 -4.979344736688622
155 2.0916990849132127 5.5468928013923975
156 -5.25512931263899 3.3946828266070543
157 0.6023540876347315 2.2809648469364348
158 -2.9603972074131306 1.494088327949763
159 -3.419806918219386 -9.37916974243386
160 4.051283124963751 -8.416037853563145
161 -4.980330166909043 -0.48484448755076137
162 0.435679169871122 -0.3159555221004098
163 8.660109169041398 -5.6209318557122785
164 -3.4325507945238165 -4.898725888155402
165 3.5883949114901466 -6.266196871599097
166 -7.00010427478092 6.889112083370499
167 6.71889943156765 9.553999505252587
168 -6.978195368003817 -0.21791667483842048
169 7.6246407533295795 -5.622715744092992
170 2.3985307801975715 -3.4241255694469857
171 3.9896069364311355 -1.804103567999661
172 2.2201710640605032 -9.020688300411248
173 -9.354435091903417 -2.371445795120774
174 2.5845539267016537 7.430795528338983
175 -9.787303837245622 -2.7923309605478046
176 9.654761457984499 2.323177586939032
177 -7.41224245274841 -6.078395061717822
178 2.511698785760789 6.914287421140827
179 -4.505303898817288 2.125553205489318
180 6.232183839296972 8.5127690119872
181 -9.26171945037757 -6.260551381058484
182 4.451616958399784 -3.6216408268046667
183 2.202286573033007 -9.519721311607851
184 9.92325195152755 -8.633905353972455
185 6.182933819551607 -4.151053418121055
186 -9.758817821943238 1.8506663731548745
187 3.0146114032097735 -2.393080602206153
188 -7.09959145225551 -9.651342967187865
189 0.5987938093933387 -3.820268172510617
190 5.785449609790735 5.68219001681191
191 2.4475900102094528 -3.7151212706616015
192 6.452422276965443 5.432352630915611
193 -0.865611954189955 8.92799954171009
194 6.8136920988077385 -1.8032908387852267
195 -8.427650485225781 -7.383071869207387
196 -4.005830622440052 -0.3548850920972555
197 3.0362111705627797 9.576837870063834
198 0.16243615762892816 -7.452514253360302
199 6.595579409865877 -8.216432497001485
200 -1.1867704546929332 -9.952891334380096
201 4.1176047423707445 -8.87338943422893
202 -2.868395825409249 -1.0067134908608821
203 1.6567007018807285 -5.370061451633054
204 -7.826119081787841 0.7628301787086578
205 -0.6786086803812008 9.320989560598225
206 -2.7024627575529543 4.3063579641543885
207 -6.834699888269469 0.15572116681696357
